Obverse,Reverse,tag
125.aer(o)空气，空中，航空,"aerial        [aer空气，-ial形容词后缀]空气的，大气的，航空的
aeriform     [aer空气，-i-，-form如…形状]气状的，气体的
aerify        [aer空气，-i-，fy动词后缀，使成为]使成为气体，使气体化
aerification   [aer空气，-i-，-fication名词后缀，化为]气化
aerodrome   [aero空中，航空→飞机，drom跑，行;’飞机滑行的地方”]飞机场
aerodynamics  [aero空中，dynam力，-ics…学]空气动力学
aerogram      [aero空中，gram书写→信;’空中信”]无线电报，航空信件
aerolith       [aero空中，天空，lith石;’由天空落下的石头”]陨石
aerolithology   [见上，-logy…学]陨石学
aerology       [aero空气，-logy…学]大气学，气象学
aeroscopy     [aero空气，scopy观看]大气观测
aerometer     [aero空气，meter测量器]气体测量器，气体，比重计
aerobiology    [aero空气，biology生物学]大气生物学
aeromedicine   [aero天空，航空，medicine医学]航空医学
aeromechanics  [aero航空，mechanics力学]航空力学
",root
126.alt高,"altitude         [alt高，-itude名词后缀]高，高度
alto            [alt高，-o表示音乐术语](音乐)男声最高音
exalt           [ex-使…，alt高]提高，举高，提高，晋升
exaltation       [见上，-ation名词后缀]升高，提高，晋升
exalted         [见上，-ed形容词后缀，…的;地位’升高的”]高贵的，高尚的，崇高的
altar            [alt高，-ar表示物;’一块高地”，’一个高台”]祭坛
altarage        [见上，-age表示物或费用]供于祭坛的祭品;香火钱
altimeter        [alt高，-i-，meter测量器，计]测高计，高度表
altimetry       [alt高，-i-，metry测量法[ 测高法
",root
127.am爱,"amateur       [am爱，-ateur=-ator表示人]业余爱好者
amateurish    [见上，-ish…的]业余的
amatory       [am爱→爱情，恋爱，-atory=-ory…的]恋爱的，色情的
amour        [am爱→爱情，-our名词后缀]不正当的男女爱情
amorous      [见上，-ous形容词后缀，…的]恋爱的，多情的，色情的
amorist       [见上，-ist人]好色之徒，专写恋爱的作家
enamour      [en-使，amour恋爱]使迷恋，使倾心
",root
128.ambul行，走,"ambulance    [ambul走，-ance名词后缀;跟随军队在野外’到处行走流动”的医院]野战医院，流动医院
ambulant      [ambul走，-ant形容词后缀]走动的，流动的
ambulate      [ambul走，-ate动词后缀]行走，移动
ambulation    [见上，-ation名词后缀]巡行，周游
ambulator     [ambul走，-ator名词后缀，表示人]周游者
circumambulate [circum-周围，ambul行走，-ate动词后缀]线…而行，不行
circumambulation [见上，-ation名词后缀]绕行
noctambulant   [noct夜，ambul走，游，-ant形容词后缀，…的]夜游的，梦行的
noctambulation  [见上，-ation名词后缀]梦行，梦行症
noctambulist    [见上，-ist人]梦行者
perambulate    [per-穿过，ambul走，游，-ate动词后缀]走过，步行穿过，游历，徘徊，漫步
perambulation  [见上，-ation名词后缀]游历，徘徊，巡行，漫步，闲荡
perambulator   [见上，-ator人]游历者，巡行者，漫步者，闲荡者
preamble      [pre-前，ambl=ambul行走;’走在前面”]序言，前言，前文，绪论
preambulate   [见上，-ate动词后缀]作序言
somnambulate  [somn睡，梦，ambul走，行，-ate动词后缀]梦游，梦行
somnambulation [见上，-ation名词后缀]梦游，梦行
somnambulist   [见上，-ist人]梦游者，梦行者
somnambulistic  [见上，-istic形容词后缀]梦游者的，梦游的
",root
129.anim生命，活，心神，意见,"animal          [anim生命，活的，-al名词兼形容词后缀]动物，动物的
animalcule      [animal动物，-cule名词后缀，表示小]小动物，微生物
animalize       [-ize动词后缀，使…]使动物化
animality        [-ity抽象名词后缀]动物性，兽性
animalism       [-ism表示性质]动物性，兽欲
animate         [anim生命，生气，-ate动词后缀]使生气勃勃，使有生命
animation       [anim生命，生气，-ation名词后缀]生气;活跃
animator        [anim生命，生气，-ator人]赋与生气者，鼓舞者
animative       [anim生命，生气，-ative形容词后缀]有生气的
disanimate      [dis-取消，除去，anim生命，生气→勇气]挫其勇气，使沮丧
exanimate      [ex-无，anim生命，生气，-ate…的]无生命的，已死的，无生气的
exanimation     [见上，-ation抽象名词后缀]无生命，死;意志消沉
inanimate       [in-无，anim生命，生气，-ate…的]无生命的，无生气的，不活泼的
inanimation     [见上，-ation抽象名词后缀]无生命，无生气，不活泼
longanimous    [long长，持久，anim心神→意志，-ous…的;’意志能持久的”]坚忍的，忍耐的
longanimity     [见上，-ity名词后缀，表示性质状态]坚忍，忍耐
reanimate      [re-再，复，anim生命，活，-ate动词后缀]使再生，使复活，使重振精神，使重新活跃
reanimation    [见上，-ation抽象名词后缀]再生，复活，重振精神
unanimous     [un=uni一个，anim心神，意见，-ous…的;’一个意见]一致的，一致同意的
unanimity     [见上，-ity名词后缀]全体一致，一致同意
magnanimous [magn大， anim心神→气量，-ous…的]宽宏大量的，大度的
",root
130.anthrop(o)人，人类,"anthropology   [anthropo人类，-logy…学]人类学
anthropologist  [anthropo人类，-logist…学者]人类学者
anthropoid     [anthrop人，-oid似…的]似人的，类人猿
anthroposcopy  [anthrop人，scopy看;’观人面相”]观相学
anthroposociology  [anthrop人类，sciology社会学]人类社会学
anthropotomy     [anthrop人→人体，tomy切，割→解剖]人体解剖(学)
philanthropy     [phil爱，anthrop人类，-y表抽象名词;’爱人类”]仁爱，慈善，博爱主义
philanthropist    [见上，-ist表示人]博爱主义者，慈善家
philanthropic     [见上，-ic…的]博爱的，慈善的
misanthropy     [mis=miso厌，恨，恶，anthrop人类]厌世，厌恶人类
misanthropist    [见上，-ist表示人]厌世者，厌恶人类者
misanthropic     [见上，-ic，…的]厌世的，厌恶人类的
",root
131.aqu水,"aquarium        [aqu水，-arium表示场所地点;’放养水生动物的地方”]水族馆，养鱼池
aquatic          [aqu水，-atic形容词后缀，…的]水的，水中的
aqueduct        [aqu水，-e-，duct引导;’引导水”]引水槽，水道，沟渠，导水管
aqueous        [aqu水，-eous…的]水性的，多水的，含水的，水状的
aquosity        [aqu水，-osity名词后缀，表示状态]多水状态，潮湿
aquiculture      [aqu水，-i-，cult养育，-ure名词后缀]饲养水栖动物，养鱼，水产养殖
aquiferous      [aqu水，-i-，fer带有，-ous…的]带有水的，含水的
aquiform       [aqu水，-i-，-form有…形状的]水状的
subaqueous    [sub-下，aqu水，-eous…的]水下的，用于水下的
superaqueous  [super-上，aqu水，-eous…的]水上的，水面上的
aqualung        [aqua=aqu水，lung肺](潜水员背的)水中呼吸器
aquashow       [aqua=aqu水，show表演]水上技艺表演
",root
132.arch统治者，首脑archy统治,"anarchy        [an-无，archy统治→政府]无政府状态
anarchism      [见上，-ism主义]无政府主义
anarchist       [见上，-ist者]无政府主义者
monarch       [mon-独→一人，arch统治者]君主，最高统治者，国王
monarchy      [mon-独→一人，archy统治]君主政体，君主制度
monarchic     [见上，-ic…的]君主的，君主政体的
monarchism    [见上，-ism主义，制度]君主制度，君主主义
polyarchy      [poly-多，archy统治→政治]多头政治
oligarchy       [olig少，寡，archy统治→政治]寡头政治，寡头统治
plutarchy       [plut财富→财阀，富豪，archy统治]富豪统治，财阀统治
gynarchy       [gyn妇女，archy统治→政治]妇人政治
patriarch       [patri父，arch首脑，长]家长，族长
patriarchy      [patri父，archy统治]父权制，父权制社会
matriarch      [matri母，arch首脑，长]女家长，女族长
matriarchy     [matri母，archy统治]母权制，母系氏族制
",root
133.avi鸟,"avian          [avi鸟，-an形容词后缀]鸟的，鸟类的，鸟纲的
aviary         [avi鸟，-ary名词后缀，表示场所;’鸟的场所”]养鸟房，鸟槛，鸟舍
aviculture      [avi鸟，culture培养]养鸟，养鸟法
aviate         [avi鸟→飞行，-ate动词后缀]飞行，驾驶飞机
aviation        [avi鸟，→飞行，-ation名词后缀]飞行，航空，飞行术，航空学
aviator        [avi鸟→飞行，-ator名词后缀，表示人]飞行员，飞机驾驶员
aviatrix        [见上，-trix名词后缀，表示女性]女飞行员
",root
134.bat打,"combat       [com-表示with，bat打;’to fight with，to fight against”]战斗，格斗，竞争，反对
combatant    [见上，-ant表示人]战斗员;[-ant形容词后缀，…的]战斗的
combative    [见上，-ive形容词后缀，…的]好斗的
battle        [bat打，-le动词后缀]战斗，斗争;[转为名词]战役，会战
batter        [bat打，-er动词后缀，表示连续动作]连打，连续猛击
debate       [de-加强意义， bat打;’打击”对方→驳倒对方]争论，辩论
debatable    [见上，-able可…的]可争论的，可争辩的
debater      [见上，-er表示人]争论者
",root
